,freq,delta_7g
156,79485714286.0,1.534379458550113
157,79514285714.0,1.5342330480867954
158,79542857143.0,1.5340861020913001
159,79571428571.0,1.5339386072564674
160,79600000000.0,1.53408461441375
161,79628571429.0,1.5339317705185032
162,79657142857.0,1.533778523784184
163,79685714286.0,1.5323961970992297
164,79714285714.0,1.532247343620119
165,79742857143.0,1.5320982776857859
166,79771428571.0,1.531684123272977
167,79800000000.0,1.5315376488078343
168,79828571429.0,1.5313907638688553
169,79857142857.0,1.5312434591875124
170,79885714286.0,1.5322770914742292
171,79914285714.0,1.5321222835244517
172,79942857143.0,1.531966821240152
173,79971428571.0,1.5318106997133007
174,80000000000.0,1.5316539133653542
175,80028571429.0,1.5314964579595491
176,80057142857.0,1.5313383287793054
177,80085714286.0,1.5311795213801522
178,80114285714.0,1.5310200308214579
179,80142857143.0,1.5308598531262512
180,80171428571.0,1.5306989837965066
181,80200000000.0,1.5305374177146125
182,80228571429.0,1.5303751503439837
183,80257142857.0,1.5302121764376508
184,80285714286.0,1.5300484906204972
185,80314285714.0,1.5298840875704571
186,80342857143.0,1.5297189613758386
187,80371428571.0,1.5295531053272844
188,80400000000.0,1.5293865129930573
189,80428571429.0,1.5292191773286812
190,80457142857.0,1.5290510901226635
191,80485714286.0,1.5288822433651852
192,80514285714.0,1.5287126279228633
193,80542857143.0,1.5285422348015882
194,80571428571.0,1.5283710536017718
195,80600000000.0,1.5281990733543223
196,80628571429.0,1.5280262830295535
197,80657142857.0,1.5278526699341264
198,80685714286.0,1.5276782208581718
199,80714285714.0,1.5275029225394525
200,80742857143.0,1.5273267600112408
201,80771428571.0,1.5271497183521698
202,80800000000.0,1.5269717804622014
203,80828571429.0,1.5270213295854913
204,80857142857.0,1.5268413420338716
205,80885714286.0,1.5266603898881081
206,80914285714.0,1.5264784490474397
207,80942857143.0,1.5262954956191348
208,80971428571.0,1.5263864900262463
209,81000000000.0,1.526206553245502
210,81028571429.0,1.526025470589764
211,81057142857.0,1.5258432081738817
212,81085714286.0,1.5253461559948507
213,81114285714.0,1.525161174074994
214,81142857143.0,1.524911476478511
215,81171428571.0,1.5247237519377586
216,81200000000.0,1.524534754852119
217,81228571429.0,1.5243444529637231
218,81257142857.0,1.5241528135549907
219,81285714286.0,1.523790093894487
220,81314285714.0,1.523592333373684
221,81342857143.0,1.5233932192293407
222,81371428571.0,1.5224538118577065
223,81400000000.0,1.5223204388966112
224,81428571429.0,1.5221141206969016
225,81457142857.0,1.5219063211377786
226,81485714286.0,1.522431715317071
227,81514285714.0,1.5222195052673182
228,81542857143.0,1.5220426976952885
229,81571428571.0,1.5218267757191573
230,81600000000.0,1.5216093838887752
231,81628571429.0,1.5213905001377976
232,81657142857.0,1.521170103169481
233,81685714286.0,1.5209481695667584
234,81714285714.0,1.5207443620875851
235,81742857143.0,1.5206560912520644
236,81771428571.0,1.5200216646746696
237,81800000000.0,1.5199165466605742
238,81828571429.0,1.5198089635476026
239,81857142857.0,1.5196987760964293
240,81885714286.0,1.5195858455051028
241,81914285714.0,1.5194700340422302
242,81942857143.0,1.5193512065938388
243,81971428571.0,1.5192292295977141
244,82000000000.0,1.5195725965419296
245,82028571429.0,1.5194380169983228
246,82057142857.0,1.519300145530492
247,82085714286.0,1.519158864605755
248,82114285714.0,1.5190140605130893
249,82142857143.0,1.5188656206981856
250,82171428571.0,1.5187134381995866
251,82200000000.0,1.5185574071741526
252,82228571429.0,1.518596963223801
253,82257142857.0,1.5184286518081023
254,82285714286.0,1.5182559879143813
255,82314285714.0,1.5180788831004217
256,82342857143.0,1.5178972544935014
257,82371428571.0,1.5177110237845117
258,82400000000.0,1.5173493920408974
259,82428571429.0,1.517159245824347
260,82457142857.0,1.5169644808094556
261,82485714286.0,1.5167650331523863
262,82514285714.0,1.5165608448521255
263,82542857143.0,1.5163518601970667
264,82571428571.0,1.5161380309506298
265,82600000000.0,1.515919312017334
266,82628571429.0,1.515695663758998
267,82657142857.0,1.5154670524352316
268,82685714286.0,1.515233447805902
269,82714285714.0,1.5149948259234158
270,82742857143.0,1.5147511679623413
271,82771428571.0,1.514502458813772
272,82800000000.0,1.5142486891383142
273,82828571429.0,1.5139898548734894
274,82857142857.0,1.5137259562389067
275,82885714286.0,1.5134569988339934
276,82914285714.0,1.5131829928019234
277,82942857143.0,1.5129039525387395
278,82971428571.0,1.5126198986060357
279,83000000000.0,1.5123308542849148
280,83028571429.0,1.5120368485619426
281,83057142857.0,1.5117379144157277
282,83085714286.0,1.5114340879827433
283,83114285714.0,1.511125411558619
284,83142857143.0,1.5108119293940117
285,83171428571.0,1.5104936910137767
286,83200000000.0,1.5101707494406234
287,83228571429.0,1.5098431604063436
288,83257142857.0,1.509510983968017
289,83285714286.0,1.5091742824826557
290,83314285714.0,1.5088125379568735
291,83342857143.0,1.5084345294566905
292,83371428571.0,1.5080581456979234
293,83400000000.0,1.5077674733435664
294,83428571429.0,1.5074042074806693
295,83457142857.0,1.5070367863489738
296,83485714286.0,1.5066652929953563
297,83514285714.0,1.5065653828412624
298,83542857143.0,1.5061905210268034
299,83571428571.0,1.5058118132659046
300,83600000000.0,1.5054293489278732
301,83628571429.0,1.505043218134831
302,83657142857.0,1.5046535125240175
303,83685714286.0,1.504260324953298
304,83714285714.0,1.5038637494455558
305,83742857143.0,1.5034638806552856
306,83771428571.0,1.50306081445705
307,83800000000.0,1.5023358266252371
308,83828571429.0,1.5019225960025462
309,83857142857.0,1.5016092525534113
310,83885714286.0,1.5011027174454883
311,83914285714.0,1.5007065119084424
312,83942857143.0,1.500307998920237
313,83971428571.0,1.4999416119914621
314,84000000000.0,1.4995186073353743
315,84028571429.0,1.4990933551235168
316,84057142857.0,1.4986659505193767
317,84085714286.0,1.4982364870571707
318,84114285714.0,1.497805058269717
319,84142857143.0,1.4973717560108912
320,84171428571.0,1.496936672969222
321,84200000000.0,1.4964998991024503
322,84228571429.0,1.4960615243506945
323,84257142857.0,1.4956216382358303
324,84285714286.0,1.49518032806704
325,84314285714.0,1.4947376806513417
326,84342857143.0,1.4944393006059
327,84371428571.0,1.4939965741709513
328,84400000000.0,1.493552668584802
329,84428571429.0,1.493107664695803
330,84457142857.0,1.4926616420087526
331,84485714286.0,1.4922146779974281
332,84514285714.0,1.4916089400149244
333,84542857143.0,1.491151688073315
334,84571428571.0,1.4906937159857085
335,84600000000.0,1.490235099169451
336,84628571429.0,1.489611721393688
337,84657142857.0,1.4891506925847344
338,84685714286.0,1.4886893378623265
339,84714285714.0,1.488296346084431
340,84742857143.0,1.4878378508416108
341,84771428571.0,1.4873791647949068
342,84800000000.0,1.4869203505380915
343,84828571429.0,1.486461472463893
344,84857142857.0,1.4860025905027217
345,84885714286.0,1.4851213327214934
346,84914285714.0,1.4846548725193565
347,84942857143.0,1.4840961523835259
348,84971428571.0,1.4836275607238212
349,85000000000.0,1.4831594119932143
350,85028571429.0,1.4826917611487715
351,85057142857.0,1.4822246626029392
352,85085714286.0,1.4817481044994774
353,85114285714.0,1.4812839579965393
354,85142857143.0,1.4808204349598268
355,85171428571.0,1.480357582816854
356,85200000000.0,1.4798954474375163
357,85228571429.0,1.47943407360957
358,85257142857.0,1.4790074040046433
359,85285714286.0,1.4785996922806572
360,85314285714.0,1.4781917777555862
361,85342857143.0,1.4777836676674214
362,85371428571.0,1.4773753683649804
363,85400000000.0,1.4775382747372758
364,85428571429.0,1.4771393508978512
365,85457142857.0,1.4767401211014983
366,85485714286.0,1.4763472074166404
367,85514285714.0,1.4759479997387301
368,85542857143.0,1.4755484152754916
369,85571428571.0,1.4751484533002477
370,85600000000.0,1.474748114774851
371,85628571429.0,1.4743473987959914
372,85657142857.0,1.4739463050877517
373,85685714286.0,1.4735448339673034
374,85714285714.0,1.4731429829680818
375,85742857143.0,1.472740752101941
376,85771428571.0,1.4723381400071986
377,85800000000.0,1.471935145323693
378,85828571429.0,1.471531765856511
379,85857142857.0,1.4711280001828366
380,85885714286.0,1.4707238462690084
381,85914285714.0,1.4703193017793985
382,85942857143.0,1.469914364159293
383,85971428571.0,1.4695090311794643
384,86000000000.0,1.4691032996751323
385,86028571429.0,1.4686971663159467
386,86057142857.0,1.4684146530265598
387,86085714286.0,1.4679995888599386
388,86114285714.0,1.467584022197256
389,86142857143.0,1.4671679523968333
390,86171428571.0,1.4667513813581596
391,86200000000.0,1.4663343089620913
392,86228571429.0,1.465916735458725
393,86257142857.0,1.4654986610063192
394,86285714286.0,1.4650800855142432
395,86314285714.0,1.4646129353115391
396,86342857143.0,1.4646583009859206
397,86371428571.0,1.4642466032859183
398,86400000000.0,1.4638342890522242
399,86428571429.0,1.4634213524290827
400,86457142857.0,1.4630077867639653
401,86485714286.0,1.4625935857622876
402,86514285714.0,1.4621787430476392
403,86542857143.0,1.46176325204768
404,86571428571.0,1.461347105726599
405,86600000000.0,1.460930298095251
406,86628571429.0,1.4599715771040227
407,86657142857.0,1.4595609531435922
408,86685714286.0,1.4591496884006112
409,86714285714.0,1.4587377705814593
410,86742857143.0,1.4583251891101785
411,86771428571.0,1.4579119313173052
412,86800000000.0,1.45749798576988
413,86828571429.0,1.4570833412375013
414,86857142857.0,1.4566679858960008
415,86885714286.0,1.4567243889253598
416,86914285714.0,1.4562998705067942
417,86942857143.0,1.4553390025531492
418,86971428571.0,1.454922112374959
419,87000000000.0,1.4545044582543838
420,87028571429.0,1.4540860286224007
421,87057142857.0,1.4536668104914465
422,87085714286.0,1.4532467928242614
423,87114285714.0,1.4528259644393238
424,87142857143.0,1.452403553639238
425,87171428571.0,1.451984478735489
426,87200000000.0,1.45204085678286
427,87228571429.0,1.4516115581050162
428,87257142857.0,1.4511813523331831
429,87285714286.0,1.4507502309703568
430,87314285714.0,1.449765934730432
431,87342857143.0,1.4493377727383745
432,87371428571.0,1.4489088688747982
433,87400000000.0,1.4484792139947293
434,87428571429.0,1.4480488006266992
435,87457142857.0,1.4476630721066321
436,87485714286.0,1.4473399968594514
437,87514285714.0,1.4469606169624871
438,87542857143.0,1.446581401929656
439,87571428571.0,1.4462023200002854
440,87600000000.0,1.4458233388924393
441,87628571429.0,1.4454444277521503
442,87657142857.0,1.4455509941902438
443,87685714286.0,1.4451655340498313
444,87714285714.0,1.4447798956675975
445,87742857143.0,1.444394052678252
446,87771428571.0,1.4440079800632954
447,87800000000.0,1.4436216517633715
448,87828571429.0,1.4432350429852416
449,87857142857.0,1.4428481298720852
450,87885714286.0,1.4424608878635583
451,87914285714.0,1.4420732944802914
452,87942857143.0,1.441822024530392
453,87971428571.0,1.4416217104390947
454,88000000000.0,1.4412211005673274
455,88028571429.0,1.4408200551210069
456,88057142857.0,1.4404185576473034
457,88085714286.0,1.4398862809415156
458,88114285714.0,1.4394964646531716
459,88142857143.0,1.4391061654902477
460,88171428571.0,1.4387153673210762
461,88200000000.0,1.4383240541675844
462,88228571429.0,1.4379322104743775
463,88257142857.0,1.4375398230613115
464,88285714286.0,1.4371468776883587
465,88314285714.0,1.4367533641780936
466,88342857143.0,1.4363592701313577
467,88371428571.0,1.4359645864096728
468,88400000000.0,1.4355693052481693
469,88428571429.0,1.435173417160627
470,88457142857.0,1.43461752850064
471,88485714286.0,1.4342193654547977
472,88514285714.0,1.4338205743696917
473,88542857143.0,1.4334211541048683
474,88571428571.0,1.433021106254395
475,88600000000.0,1.4326204309241353
476,88628571429.0,1.4322191317444997
477,88657142857.0,1.4318172121938304
478,88685714286.0,1.4314146789348716
479,88714285714.0,1.4310115382338437
480,88742857143.0,1.4306077981513081
481,88771428571.0,1.4302034672075863
482,88800000000.0,1.4297985578176247
483,88828571429.0,1.4293930802258517
484,88857142857.0,1.4289870492442205
485,88885714286.0,1.4285804785768357
486,88914285714.0,1.4281733829862753
487,88942857143.0,1.4281050783266178
488,88971428571.0,1.4276937384834625
489,89000000000.0,1.4272818754569676
490,89028571429.0,1.4268695080616087
491,89057142857.0,1.426456656019433
492,89085714286.0,1.4260433393312733
493,89114285714.0,1.4256295796634322
494,89142857143.0,1.4252153994276133
495,89171428571.0,1.42480082136804
496,89200000000.0,1.4243858690445919
497,89228571429.0,1.4236662968875349
498,89257142857.0,1.4232545127814542
499,89285714286.0,1.4228424975168168
500,89314285714.0,1.422430278267321
501,89342857143.0,1.4220178827397183
502,89371428571.0,1.421605339039611
503,89400000000.0,1.4211926757496762
504,89428571429.0,1.4207799197538091
505,89457142857.0,1.4203671007419874
506,89485714286.0,1.419954245621102
507,89514285714.0,1.4195413836101376
508,89542857143.0,1.419128541414972
509,89571428571.0,1.4187157464669555
510,89600000000.0,1.4183030254300517
511,89628571429.0,1.417890404949928
512,89657142857.0,1.4174779105210589
513,89685714286.0,1.4170655668465844
514,89714285714.0,1.4166533988795045
515,89742857143.0,1.416241428436793
516,89771428571.0,1.4158296785337798
517,89800000000.0,1.4154181708286417
518,89828571429.0,1.4150069250474153
519,89857142857.0,1.4145959600809719
520,89885714286.0,1.4141852941173392
521,89914285714.0,1.4137749433913012
522,89942857143.0,1.413364922757272
523,89971428571.0,1.4129552466717594
524,90000000000.0,1.4125459274822458
525,90028571429.0,1.4121369749474906
526,90057142857.0,1.4117283994191754
527,90085714286.0,1.411320208950231
528,90114285714.0,1.4109124093989616
529,90142857143.0,1.4105050062207598
530,90171428571.0,1.410098001424282
531,90200000000.0,1.4096913972388863
532,90228571429.0,1.4092851943979843
533,90257142857.0,1.4088793910927229
534,90285714286.0,1.4084739827601005
535,90314285714.0,1.4080689667790314
536,90342857143.0,1.4076643365222283
537,90371428571.0,1.4072600833823465
538,90400000000.0,1.406856199083166
539,90428571429.0,1.4064526716834005
540,90457142857.0,1.4060494915324604
541,90485714286.0,1.404851971638592
542,90514285714.0,1.4044267309422995
543,90542857143.0,1.404002049667293
544,90571428571.0,1.4035779239213757
545,90600000000.0,1.404038264468314
546,90628571429.0,1.403636834359205
547,90657142857.0,1.403235630326917
548,90685714286.0,1.4028346307889392
549,90714285714.0,1.4024338131275698
550,90742857143.0,1.4020331539693858
551,90771428571.0,1.4016326299654844
552,90800000000.0,1.4012322144015668
553,90828571429.0,1.4008318837643134
554,90857142857.0,1.4004316093911033
555,90885714286.0,1.4000313658322183
556,90914285714.0,1.3996311261127863
557,90942857143.0,1.3992308612212545
558,90971428571.0,1.3988305445358886
559,91000000000.0,1.398430147171263
560,91028571429.0,1.3980296399706196
561,91057142857.0,1.3976289937953996
562,91085714286.0,1.3972281814275447
563,91114285714.0,1.3968271731863715
564,91142857143.0,1.396425940137353
565,91171428571.0,1.3960244547085843
566,91200000000.0,1.395622687323754
567,91228571429.0,1.395220609860424
568,91257142857.0,1.394818194231429
569,91285714286.0,1.3944154141738627
570,91314285714.0,1.394012241304861
571,91342857143.0,1.3936086488492094
572,91371428571.0,1.3932046111275662
573,91400000000.0,1.3928001032864799
574,91428571429.0,1.3923950983703328
575,91457142857.0,1.391989573849688
576,91485714286.0,1.3919314273190913
577,91514285714.0,1.3915424226275435
578,91542857143.0,1.3911528007407765
579,91571428571.0,1.390762530851394
580,91600000000.0,1.38995334409512
581,91628571429.0,1.3895442282759525
582,91657142857.0,1.38913444311012
583,91685714286.0,1.3887239712294102
584,91714285714.0,1.388312796921914
585,91742857143.0,1.3879009023893207
586,91771428571.0,1.3874882746642991
587,91800000000.0,1.3870748991402717
588,91828571429.0,1.3866607635611465
589,91857142857.0,1.3862458562518452
590,91885714286.0,1.385830166275719
591,91914285714.0,1.3854136842672313
592,91942857143.0,1.3849964024792278
593,91971428571.0,1.3845783125357605
594,92000000000.0,1.3841594091477785
595,92028571429.0,1.3837396862659128
596,92057142857.0,1.3833191404682672
597,92085714286.0,1.382897768801461
598,92114285714.0,1.3824755679534626
599,92142857143.0,1.3820525388874412
600,92171428571.0,1.3816286794351227
601,92200000000.0,1.381203992302835
602,92228571429.0,1.380778479249021
603,92257142857.0,1.3803521426771868
604,92285714286.0,1.37992498682961
605,92314285714.0,1.3794970155188238
606,92342857143.0,1.3790682363063853
607,92371428571.0,1.3786386534627018
608,92400000000.0,1.3782082754679272
609,92428571429.0,1.377777111058028
610,92457142857.0,1.377345167599986
611,92485714286.0,1.3769124552817038
612,92514285714.0,1.3764789848531347
613,92542857143.0,1.3760447649625092
614,92571428571.0,1.3756098090692448
615,92600000000.0,1.3751741281142535
616,92628571429.0,1.3747377345298923
617,92657142857.0,1.3743006408242011
618,92685714286.0,1.3738628601265996
619,92714285714.0,1.3734244069404369
620,92742857143.0,1.3719455484618381
621,92771428571.0,1.3715272623306616
622,92800000000.0,1.3711088684663968
623,92828571429.0,1.3716641333881727
624,92857142857.0,1.3712225211016527
625,92885714286.0,1.3707803205788522
626,92914285714.0,1.3703375456580305
627,92942857143.0,1.369894210232422
628,92971428571.0,1.369450328684941
629,93000000000.0,1.3690059149751477
630,93028571429.0,1.3685609825022427
631,93057142857.0,1.3681155445714062
632,93085714286.0,1.3676696148937952
633,93114285714.0,1.3672232058496292
634,93142857143.0,1.3667763303562166
635,93171428571.0,1.3663289991386933
636,93200000000.0,1.3658812237996796
637,93228571429.0,1.3654330151764742
638,93257142857.0,1.3649843841564018
639,93285714286.0,1.3645353399134592
640,93314285714.0,1.364209022479531
641,93342857143.0,1.3637615417451139
642,93371428571.0,1.3633137185686226
643,93400000000.0,1.3628655590951635
644,93428571429.0,1.3624170666090638
645,93457142857.0,1.3621323903336906
646,93485714286.0,1.361689100774687
647,93514285714.0,1.3612455411649684
648,93542857143.0,1.36080171159379
649,93571428571.0,1.3603576096862764
650,93600000000.0,1.3599132323980867
651,93628571429.0,1.3594685769318233
652,93657142857.0,1.359023637475305
653,93685714286.0,1.3585784087714072
654,93714285714.0,1.3581328847318135
655,93742857143.0,1.3576870581625917
656,93771428571.0,1.3572409185466892
657,93800000000.0,1.356794456506364
658,93828571429.0,1.3559319747590668
659,93857142857.0,1.3555676688579137
660,93885714286.0,1.3551198059218421
661,93914285714.0,1.354671581414289
662,93942857143.0,1.354222979372359
663,93971428571.0,1.353773982270535
664,94000000000.0,1.3534573740268738
665,94028571429.0,1.3530135392533154
666,94057142857.0,1.3525692913656258
667,94085714286.0,1.351905271459398
668,94114285714.0,1.3514481354491696
669,94142857143.0,1.3509904900422094
670,94171428571.0,1.3505323174024404
671,94200000000.0,1.3500735978741343
672,94228571429.0,1.3496143097671975
673,94257142857.0,1.349154431114786
674,94285714286.0,1.3486939411818855
675,94314285714.0,1.3482328175762333
676,94342857143.0,1.3477710381235746
677,94371428571.0,1.3473085772113602
678,94400000000.0,1.346845415080725
679,94428571429.0,1.3463815252271178
680,94457142857.0,1.3459168844871412
681,94485714286.0,1.3454514697759903
682,94514285714.0,1.3449852564452769
683,94542857143.0,1.3445182203956598
684,94571428571.0,1.344050337793984
685,94600000000.0,1.343581584147664
686,94628571429.0,1.3431119363354647
687,94657142857.0,1.3426413711286438
688,94685714286.0,1.3421698656849932
689,94714285714.0,1.3416973959548386
690,94742857143.0,1.341223941743694
691,94771428571.0,1.3405658745575924
692,94800000000.0,1.3400868996261188
693,94828571429.0,1.3396068976454139
694,94857142857.0,1.3391258497139908
695,94885714286.0,1.3386437385671464
696,94914285714.0,1.3381605470250717
697,94942857143.0,1.337676259958024
698,94971428571.0,1.3371908615444
699,95000000000.0,1.336704339165589
700,95028571429.0,1.336216679860236
701,95057142857.0,1.3357278713258687
702,95085714286.0,1.3352379047222769
703,95114285714.0,1.33474676965864
704,95142857143.0,1.3342544590837377
705,95171428571.0,1.3337609659522194
706,95200000000.0,1.3332662854528756
707,95228571429.0,1.3327704138883067
708,95257142857.0,1.3322733486700287
709,95285714286.0,1.3317750886496462
710,95314285714.0,1.3312756354577715
711,95342857143.0,1.330774990287125
712,95371428571.0,1.3302731563063315
713,95400000000.0,1.3297701390758396
714,95428571429.0,1.3292659442761332
715,95457142857.0,1.328760580727617
716,95485714286.0,1.328254057264484
717,95514285714.0,1.3277463842476953
718,95542857143.0,1.3272375743790459
719,95571428571.0,1.3267276401431438
720,95600000000.0,1.3262165965365957
721,95628571429.0,1.3257044593801268
722,95657142857.0,1.32519124547946
723,95685714286.0,1.3246769729782741
724,95714285714.0,1.3243969837289118
725,95742857143.0,1.3238638226567083
726,95771428571.0,1.3233296815874596
727,95800000000.0,1.3227945898733324
728,95828571429.0,1.3220904331780101
729,95857142857.0,1.3215702414881623
730,95885714286.0,1.3210491408140417
731,95914285714.0,1.3205271564126777
732,95942857143.0,1.32000431145552
733,95971428571.0,1.3194806310386715
734,96000000000.0,1.318956138986894
735,96028571429.0,1.318430860352465
736,96057142857.0,1.3179048180668351
737,96085714286.0,1.3173780360759313
738,96114285714.0,1.3168505386449443
739,96142857143.0,1.3163223489902514
740,96171428571.0,1.3157934874409687
741,96200000000.0,1.3152639775774095
742,96228571429.0,1.3147338395389114
743,96257142857.0,1.3142030926774815
744,96285714286.0,1.3136717565878067
745,96314285714.0,1.3131398490910573
746,96342857143.0,1.312607385796744
747,96371428571.0,1.312074381969125
748,96400000000.0,1.3115408528100307
749,96428571429.0,1.311006808832995
750,96457142857.0,1.3104722625045155
751,96485714286.0,1.3093292595920951
752,96514285714.0,1.3087779355829543
753,96542857143.0,1.3082262083758798
754,96571428571.0,1.3076740929192407
755,96600000000.0,1.307792249111549
756,96628571429.0,1.3072548208348622
757,96657142857.0,1.3067169185273424
758,96685714286.0,1.3061785403624757
759,96714285714.0,1.3056396817119362
760,96742857143.0,1.305100336130122
761,96771428571.0,1.304560494571003
762,96800000000.0,1.3040201482229399
763,96828571429.0,1.3028787434863107
764,96857142857.0,1.3023245482778874
765,96885714286.0,1.3017700098788456
766,96914285714.0,1.3012151230814708
767,96942857143.0,1.2998015029516947
768,96971428571.0,1.2992307342267753
769,97000000000.0,1.2986599473072014
770,97028571429.0,1.2990309254610533
771,97057142857.0,1.2984751858955332
772,97085714286.0,1.2981085958181913
773,97114285714.0,1.297539217828266
774,97142857143.0,1.2969692409237223
775,97171428571.0,1.2963986477388152
776,97200000000.0,1.2965317129440121
777,97228571429.0,1.2959680294772398
778,97257142857.0,1.295403340775212
779,97285714286.0,1.2948376222539708
780,97314285714.0,1.2942708458485435
781,97342857143.0,1.2937029860006493
782,97371428571.0,1.2931340147276496
783,97400000000.0,1.292522552051715
784,97428571429.0,1.2919656819510204
785,97457142857.0,1.2914077240631927
